Timestamp,Symbol,Reason,Details,Meta
1704115800.0,BTCUSDT,SizingDebug,Qty:0.083364,109.15|9.0988|0.083364|0.148202|0.083364|5457.27|5566.42|5238.98|2.0|404.39
1704116340.0,BTCUSDT,SizingDebug,Qty:0.094739,100.15|9.4881|0.094739|0.168426|0.094739|5007.49|5107.64|4807.20|2.0|421.70
1704116880.0,BTCUSDT,SizingDebug,Qty:0.108543,91.15|9.8942|0.108543|0.192966|0.108543|4557.72|4648.87|4375.41|2.0|439.74
1704117420.0,BTCUSDT,SizingDebug,Qty:0.125581,82.16|10.3176|0.125581|0.223255|0.125581|4107.95|4190.10|3943.63|2.0|458.56
1704117900.0,BTCUSDT,SizingDebug,Qty:0.145075,74.16|10.7591|0.145075|0.257910|0.145075|3708.14|3782.31|3559.82|2.0|478.18
1704118380.0,BTCUSDT,SizingDebug,Qty:0.169565,66.17|11.2196|0.169565|0.301449|0.169565|3308.35|3374.51|3176.01|2.0|498.65
1704118860.0,BTCUSDT,SizingDebug,Qty:0.201127,58.17|11.6997|0.201127|0.357559|0.201127|2908.55|2966.72|2792.20|2.0|519.99
1704119280.0,BTCUSDT,SizingDebug,Qty:0.238409,51.17|12.2004|0.238409|0.423838|0.238409|2558.72|2609.89|2456.37|2.0|542.24
1704119700.0,BTCUSDT,SizingDebug,Qty:0.287984,44.18|12.7225|0.287984|0.511972|0.287984|2208.89|2253.07|2120.54|2.0|565.45
1704120120.0,BTCUSDT,SizingDebug,Qty:0.356818,37.18|13.2670|0.356818|0.634343|0.356818|1859.07|1896.25|1784.71|2.0|589.64
1704120480.0,BTCUSDT,SizingDebug,Qty:0.443644,31.18|13.8348|0.443644|0.788700|0.443644|1559.22|1590.40|1496.85|2.0|614.88
1704120840.0,BTCUSDT,SizingDebug,Qty:0.572779,25.19|14.4268|0.572779|1.018274|0.572779|1259.37|1284.56|1209.00|2.0|641.19
