Timestamp,Symbol,Key,Details,Meta
1704114360.0,BTCUSDT,SizingDebug,Qty:0.077299,133.13|10.2911|0.077299|0.206132|0.077299|6656.67|6789.80|6390.40|1.0|1372.15
1704114780.0,BTCUSDT,SizingDebug,Qty:0.082751,126.14|10.4379|0.082751|0.220669|0.082751|6306.85|6432.98|6054.57|1.0|1391.72
1704115200.0,BTCUSDT,SizingDebug,Qty:0.088860,119.14|10.5868|0.088860|0.236960|0.088860|5957.02|6076.16|5718.74|1.0|1411.58
1704115620.0,BTCUSDT,SizingDebug,Qty:0.095751,112.14|10.7378|0.095751|0.255335|0.095751|5607.20|5719.34|5382.91|1.0|1431.71
1704115980.0,BTCUSDT,SizingDebug,Qty:0.102603,106.15|10.8910|0.102603|0.273609|0.102603|5307.35|5413.49|5095.05|1.0|1452.14
1704116340.0,BTCUSDT,SizingDebug,Qty:0.110298,100.15|11.0464|0.110298|0.294129|0.110298|5007.49|5107.64|4807.20|1.0|1472.85
1704116700.0,BTCUSDT,SizingDebug,Qty:0.118997,94.15|11.2040|0.118997|0.317327|0.118997|4707.65|4801.80|4519.34|1.0|1493.86
1704117060.0,BTCUSDT,SizingDebug,Qty:0.128905,88.16|11.3638|0.128905|0.343748|0.128905|4407.80|4495.95|4231.48|1.0|1515.17
1704117360.0,BTCUSDT,SizingDebug,Qty:0.138602,83.16|11.5259|0.138602|0.369604|0.138602|4157.92|4241.08|3991.60|1.0|1536.78
1704117660.0,BTCUSDT,SizingDebug,Qty:0.149567,78.16|11.6903|0.149567|0.398846|0.149567|3908.05|3986.21|3751.72|1.0|1558.71
1704117960.0,BTCUSDT,SizingDebug,Qty:0.162063,73.16|11.8571|0.162063|0.432167|0.162063|3658.17|3731.33|3511.84|1.0|1580.94
1704118260.0,BTCUSDT,SizingDebug,Qty:0.176426,68.17|12.0262|0.176426|0.470468|0.176426|3408.30|3476.46|3271.96|1.0|1603.49
1704118560.0,BTCUSDT,SizingDebug,Qty:0.193099,63.17|12.1978|0.193099|0.514931|0.193099|3158.42|3221.59|3032.08|1.0|1626.37
1704118800.0,BTCUSDT,SizingDebug,Qty:0.209087,59.17|12.3718|0.209087|0.557565|0.209087|2958.52|3017.69|2840.18|1.0|1649.57
1704119040.0,BTCUSDT,SizingDebug,Qty:0.227437,55.17|12.5482|0.227437|0.606498|0.227437|2758.62|2813.79|2648.28|1.0|1673.10
1704119280.0,BTCUSDT,SizingDebug,Qty:0.248703,51.17|12.7272|0.248703|0.663209|0.248703|2558.72|2609.89|2456.37|1.0|1696.97
1704119520.0,BTCUSDT,SizingDebug,Qty:0.273628,47.18|12.9088|0.273628|0.729675|0.273628|2358.82|2406.00|2264.47|1.0|1721.17
1704119760.0,BTCUSDT,SizingDebug,Qty:0.303229,43.18|13.0929|0.303229|0.808610|0.303229|2158.92|2202.10|2072.56|1.0|1745.73
1704120000.0,BTCUSDT,SizingDebug,Qty:0.338938,39.18|13.2797|0.338938|0.903834|0.338938|1959.02|1998.20|1880.66|1.0|1770.63
1704120180.0,BTCUSDT,SizingDebug,Qty:0.372262,36.18|13.4691|0.372262|0.992699|0.372262|1809.10|1845.28|1736.73|1.0|1795.89
1704120360.0,BTCUSDT,SizingDebug,Qty:0.411690,33.18|13.6613|0.411690|1.097841|0.411690|1659.17|1692.35|1592.80|1.0|1821.50
1704120540.0,BTCUSDT,SizingDebug,Qty:0.459043,30.18|13.8562|0.459043|1.224114|0.459043|1509.25|1539.43|1448.88|1.0|1847.49
1704120720.0,BTCUSDT,SizingDebug,Qty:0.516943,27.19|14.0538|0.516943|1.378515|0.516943|1359.32|1386.51|1304.95|1.0|1873.84
1704120900.0,BTCUSDT,SizingDebug,Qty:0.589315,24.19|14.2543|0.589315|1.571507|0.589315|1209.39|1233.58|1161.02|1.0|1900.57
1704121080.0,BTCUSDT,SizingDebug,Qty:0.682305,21.19|14.4576|0.682305|1.819480|0.682305|1059.47|1080.66|1017.09|1.0|1927.68
