Timestamp,Symbol,Reason,Details,Meta
1704105900.0,SAMPLE,SizingDebug,Qty:0.010714,274.06|2.9364|0.010714|0.019048|0.010714|13703.15|13977.21|13155.02|2.0|130.51
1704106860.0,SAMPLE,SizingDebug,Qty:0.011865,258.07|3.0621|0.011865|0.021094|0.011865|12903.55|13161.62|12387.40|2.0|136.09
1704107760.0,SAMPLE,SizingDebug,Qty:0.013136,243.08|3.1931|0.013136|0.023353|0.013136|12153.92|12397.00|11667.76|2.0|141.92
1704108660.0,SAMPLE,SizingDebug,Qty:0.014599,228.09|3.3298|0.014599|0.025953|0.014599|11404.30|11632.38|10948.12|2.0|147.99
1704109500.0,SAMPLE,SizingDebug,Qty:0.016219,214.09|3.4723|0.016219|0.028833|0.016219|10704.65|10918.74|10276.46|2.0|154.32
1704110340.0,SAMPLE,SizingDebug,Qty:0.018095,200.10|3.6209|0.018095|0.032169|0.018095|10005.00|10205.09|9604.80|2.0|160.93
1704111120.0,SAMPLE,SizingDebug,Qty:0.020180,187.11|3.7758|0.020180|0.035876|0.020180|9355.32|9542.43|8981.11|2.0|167.81
1704111840.0,SAMPLE,SizingDebug,Qty:0.022485,175.11|3.9374|0.022485|0.039973|0.022485|8755.62|8930.73|8405.40|2.0|175.00
1704112560.0,SAMPLE,SizingDebug,Qty:0.025171,163.12|4.1059|0.025171|0.044749|0.025171|8155.92|8319.04|7829.68|2.0|182.49
1704113280.0,SAMPLE,SizingDebug,Qty:0.028332,151.12|4.2816|0.028332|0.050368|0.028332|7556.22|7707.34|7253.97|2.0|190.29
1704113940.0,SAMPLE,SizingDebug,Qty:0.031862,140.13|4.4649|0.031862|0.056644|0.031862|7006.50|7146.62|6726.24|2.0|198.44
1704114600.0,SAMPLE,SizingDebug,Qty:0.036055,129.14|4.6559|0.036055|0.064097|0.036055|6456.77|6585.91|6198.50|2.0|206.93
1704115200.0,SAMPLE,SizingDebug,Qty:0.040752,119.14|4.8552|0.040752|0.072448|0.040752|5957.02|6076.16|5718.74|2.0|215.79
1704115800.0,SAMPLE,SizingDebug,Qty:0.046387,109.15|5.0630|0.046387|0.082466|0.046387|5457.27|5566.42|5238.98|2.0|225.02
1704116340.0,SAMPLE,SizingDebug,Qty:0.052717,100.15|5.2796|0.052717|0.093720|0.052717|5007.49|5107.64|4807.20|2.0|234.65
1704116880.0,SAMPLE,SizingDebug,Qty:0.060398,91.15|5.5056|0.060398|0.107375|0.060398|4557.72|4648.87|4375.41|2.0|244.69
1704117420.0,SAMPLE,SizingDebug,Qty:0.069879,82.16|5.7412|0.069879|0.124229|0.069879|4107.95|4190.10|3943.63|2.0|255.16
1704117900.0,SAMPLE,SizingDebug,Qty:0.080726,74.16|5.9869|0.080726|0.143513|0.080726|3708.14|3782.31|3559.82|2.0|266.08
1704118380.0,SAMPLE,SizingDebug,Qty:0.094354,66.17|6.2431|0.094354|0.167740|0.094354|3308.35|3374.51|3176.01|2.0|277.47
1704118860.0,SAMPLE,SizingDebug,Qty:0.111916,58.17|6.5103|0.111916|0.198962|0.111916|2908.55|2966.72|2792.20|2.0|289.34
1704119280.0,SAMPLE,SizingDebug,Qty:0.132661,51.17|6.7889|0.132661|0.235842|0.132661|2558.72|2609.89|2456.37|2.0|301.73
1704119700.0,SAMPLE,SizingDebug,Qty:0.160247,44.18|7.0794|0.160247|0.284884|0.160247|2208.89|2253.07|2120.54|2.0|314.64
1704120120.0,SAMPLE,SizingDebug,Qty:0.198550,37.18|7.3824|0.198550|0.352977|0.198550|1859.07|1896.25|1784.71|2.0|328.10
1704120480.0,SAMPLE,SizingDebug,Qty:0.246863,31.18|7.6983|0.246863|0.438868|0.246863|1559.22|1590.40|1496.85|2.0|342.15
1704120840.0,SAMPLE,SizingDebug,Qty:0.318720,25.19|8.0277|0.318720|0.566614|0.318720|1259.37|1284.56|1209.00|2.0|356.79
